Operation, Gas, Fee (weis), Latency (ms), Blockchain
batchTransfer,635362,635362004447534,125.829682, hardhat
batchTransfer,635362,635362004447534,132.712135, hardhat
batchTransfer,635362,635362004447534,101.984882, hardhat
Transfer,74122,74122815342,7520.096063, holesky
Transfer,74122,74122815342,49909.443343, holesky
Transfer,74122,74122815342,10083.895546, holesky
Transfer,74122,74122741220,12184.942586, holesky
Transfer,74122,74122741220,11436.258596, holesky
Transfer,74122,74122741220,13782.325755, holesky
Transfer,74122,74122741220,10905.994619, holesky
Transfer,74122,74122741220,14196.716203, holesky
Transfer,74122,74122741220,9768.999615, holesky
Transfer,74122,74122741220,11990.760498, holesky
Transfer,74122,74122741220,11246.479092, holesky
Transfer,74122,74122741220,11601.70142, holesky
Transfer,74122,74122741220,24882.887912, holesky
Transfer,74122,74122741220,62893.077852, holesky
Transfer,74122,74122741220,9067.883107, holesky
Transfer,74122,74122741220,11953.117398, holesky
Transfer,74122,74122741220,10957.826375, holesky
Transfer,74122,74122741220,25338.345253, holesky
Transfer,74122,74122815342,12514.692053, holesky
Transfer,74122,74122815342,11819.197375, holesky
Transfer,74122,74122889464,24486.889464, holesky
Transfer,74122,74122889464,10470.7657, holesky
Transfer,74122,74122889464,13063.841472, holesky
Transfer,74122,74122889464,10667.374438, holesky
Transfer,74122,74122889464,25694.765211, holesky
Transfer,74122,74122889464,10585.905515, holesky
Transfer,74122,74122889464,12502.881089, holesky
Transfer,74122,74122889464,11844.920029, holesky
Transfer,74122,88947437708,11190.102408, holesky
Transfer,74122,74122889464,12871.042893, holesky
Transfer,74122,74122889464,12490.967144, holesky
Transfer,74122,81535089464,11634.476525, holesky
Transfer,74122,74122889464,13143.886657, holesky
Transfer,74122,74122889464,10145.932922, holesky
Transfer,74122,74122889464,11919.466999, holesky
Transfer,74122,74122889464,14251.142812, holesky
Transfer,74122,74122889464,10350.506329, holesky
Transfer,74122,74122889464,10895.69577, holesky
Transfer,74122,74122889464,14398.979046, holesky
Transfer,74122,74122889464,11668.797243, holesky
Transfer,74122,74122889464,47604.891761, holesky
Transfer,74122,74122889464,10874.313887, holesky
Transfer,74122,74122889464,14119.055479, holesky
Transfer,74122,74122889464,11134.405664, holesky
Transfer,74122,74122889464,24230.778354, holesky
Transfer,74122,74122889464,11203.182744, holesky
Transfer,74122,74122889464,12029.758813, holesky
Transfer,74122,74122815342,11354.4812, holesky
Transfer,74122,74122815342,12337.946811, holesky
Transfer,74122,74122815342,12839.233487, holesky
Transfer,74122,74122815342,11244.187513, holesky
Transfer,74122,74122815342,24511.044349, holesky
Transfer,74122,74122889464,11721.844752, holesky
Transfer,74122,74122963586,11021.688903, holesky
Transfer,74122,74122963586,24146.376246, holesky
Transfer,74122,74122963586,12463.153744, holesky
Transfer,74122,74122963586,11567.036979, holesky
Transfer,74122,74122963586,13001.894811, holesky
Transfer,74122,88947437708,12052.365801, holesky
Transfer,74122,74122889464,11388.187862, holesky
Transfer,74122,74122889464,24078.362074, holesky
Transfer,74122,74122889464,13109.855828, holesky
Transfer,74122,74122889464,35950.277239, holesky
Transfer,74122,74122963586,10404.503473, holesky
Transfer,74122,74122889464,13372.129709, holesky
Transfer,74122,74122889464,11050.051538, holesky
Transfer,74122,81535163586,12843.857139, holesky
Transfer,74122,74122889464,11033.654538, holesky
Transfer,74122,74122889464,12137.939981, holesky
Transfer,74122,74122889464,14865.110038, holesky
Transfer,74122,74122889464,8900.429926, holesky
Transfer,74122,74122889464,36791.317661, holesky
Transfer,74122,74122889464,11027.813827, holesky
Transfer,74122,74122889464,38016.514075, holesky
Transfer,74122,74122889464,12569.567576, holesky
Transfer,74122,74122889464,22093.864434, holesky
Transfer,74122,74122889464,10877.872563, holesky
Transfer,74122,74122889464,13522.005837999999, holesky
Transfer,74122,74122889464,15554.088892, holesky
Transfer,74122,74122889464,20611.689845, holesky
Transfer,74122,74122889464,35990.636548, holesky
Transfer,74122,74122889464,11521.051894, holesky
Transfer,74122,74122815342,10792.213442, holesky
Transfer,74122,74122815342,13574.011414, holesky
Transfer,74122,74122889464,12015.092917, holesky
Transfer,74122,74122889464,12068.365109, holesky
Transfer,74122,74122963586,12258.841308, holesky
Transfer,74122,74123037708,10142.82924, holesky
Transfer,74122,88947437708,12630.394418, holesky
Transfer,74122,74122963586,12313.779495, holesky
Transfer,74122,74122963586,23810.81491, holesky
Transfer,74122,74122963586,11967.143916, holesky
Transfer,74122,74122963586,12405.799062, holesky
Transfer,74122,74122963586,10953.216879, holesky
Transfer,74122,74122963586,26600.867564, holesky
Transfer,74122,74122963586,10572.254147, holesky
Transfer,74122,74122889464,11723.14102, holesky
Transfer,74122,74122889464,13159.610645, holesky
Transfer,74122,88947437708,22703.74025, holesky
Transfer,74122,74122889464,15976.130089, holesky
batchTransfer,635362,762442659706,12468.071677, holesky
batchTransfer,635362,635368988982,26406.540191, holesky
batchTransfer,635362,635368988982,8881.233089, holesky
batchTransfer,635362,635368988982,11930.815961, holesky
batchTransfer,635362,762442659706,12747.682967, holesky
batchTransfer,635362,635368988982,11294.941912, holesky
batchTransfer,635362,762442659706,12608.831131, holesky
batchTransfer,635362,635368988982,11954.881747, holesky
batchTransfer,635362,762442659706,12384.589087, holesky
batchTransfer,635362,635368988982,12715.719831, holesky
batchTransfer,635362,635368988982,21872.38339, holesky
batchTransfer,635362,635368988982,20034.923045, holesky
batchTransfer,635362,635369624344,30234.041904, holesky
batchTransfer,635362,635369624344,10556.01581, holesky
batchTransfer,635362,762442659706,12218.509061, holesky
batchTransfer,635362,635368988982,11356.917603, holesky
batchTransfer,635362,635368988982,12089.171497, holesky
batchTransfer,635362,635368988982,11116.468424, holesky
batchTransfer,635362,635368988982,13482.259445, holesky
batchTransfer,635362,635368988982,11495.661499, holesky
batchTransfer,635362,762442659706,11598.252499, holesky
batchTransfer,635362,762442659706,11879.42662, holesky
batchTransfer,635362,635370259706,12036.150676, holesky
batchTransfer,635362,698905824344,12785.538437, holesky
batchTransfer,635362,762442659706,10959.574187, holesky
batchTransfer,635362,762442659706,12851.415957, holesky
batchTransfer,635362,762442024344,11328.23039, holesky
batchTransfer,635362,635368988982,11799.144814, holesky
batchTransfer,635362,635368988982,12873.833961, holesky
batchTransfer,635362,635368353620,11922.354055, holesky
batchTransfer,635362,635368353620,11776.656522, holesky
batchTransfer,635362,762442024344,12587.481882, holesky
batchTransfer,635362,635368353620,12996.755386, holesky
batchTransfer,635362,635368353620,10968.905139, holesky
batchTransfer,635362,635368353620,12260.355326, holesky
batchTransfer,635362,635368353620,23402.809218, holesky
batchTransfer,635362,635368353620,12304.370264, holesky
batchTransfer,635362,762442024344,12021.548917, holesky
batchTransfer,635362,635368353620,12049.131958, holesky
batchTransfer,635362,762442024344,24552.331533, holesky
batchTransfer,635362,762442024344,15492.702596, holesky
batchTransfer,635362,762441388982,7734.933498, holesky
batchTransfer,635362,635367082896,26203.954757, holesky
batchTransfer,635362,635368353620,11403.804577, holesky
batchTransfer,635362,635362006353620,9478.344984, holesky
batchTransfer,635362,635362006353620,12193.079882, holesky
batchTransfer,635362,762442024344,27445.680294, holesky
batchTransfer,635362,762442024344,8458.098454, holesky
batchTransfer,635362,635362006353620,14185.445961, holesky
batchTransfer,635362,762442024344,10437.059957, holesky
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
